ится	20194	0.00032
рави	19950	0.00032
дени	19947	0.00032
т на	19926	0.00032
не з	19906	0.00032
смот	19859	0.00031
мотр	19821	0.00031
тран	19793	0.00031
но о	19790	0.00031
он п	19779	0.00031
ступ	19682	0.00031
й по	19662	0.00031
ской	19651	0.00031
и бы	19632	0.00031
ать,	19618	0.00031
како	19594	0.00031
льше	19591	0.00031
оспо	19546	0.00031
ремя	19514	0.00031
ывал	19504	0.00031
осил	19422	0.00031
менн	19373	0.00031
ь не	19365	0.00031
оказ	19360	0.00031
тепе	19298	0.00031
и ра	19288	0.00031
нных	19213	0.00030
ниче	19202	0.00030
нным	19196	0.00030
ь, ч	19193	0.00030
е, ч	19154	0.00030
мени	19057	0.00030
иров	19047	0.00030
о ст	19029	0.00030
итьс	18930	0.00030
даже	18898	0.00030
илис	18800	0.00030
и, к	18776	0.00030
о эт	18754	0.00030
нова	18738	0.00030
одил	18685	0.00030
всег	18678	0.00030
е со	18598	0.00029
о от	18570	0.00029
коне	18543	0.00029
на к	18504	0.00029
л, ч	18488	0.00029
и от	18472	0.00029
е за	18432	0.00029
очен	18427	0.00029
остр	18406	0.00029
нной	18312	0.00029
о со	18280	0.00029
о ко	18216	0.00029
йств	18211	0.00029
у не	18211	0.00029
. на	18144	0.00029
азыв	18097	0.00029
гляд	18081	0.00029
ся п	18063	0.00029
идел	18046	0.00029
анно	18005	0.00029
в по	17941	0.00028
щест	17859	0.00028
снов	17837	0.00028
а за	17788	0.00028
вест	17758	0.00028
го о	17659	0.00028
то и	17636	0.00028
чени	17571	0.00028
едст	17562	0.00028
орые	17524	0.00028
быть	17485	0.00028
е от	17439	0.00028
ли о	17394	0.00028
илос	17384	0.00028
и ст	17363	0.00027
акой	17351	0.00027
поло	17349	0.00027
рабо	17347	0.00027
анов	17342	0.00027
ерев	17298	0.00027
ывае	17293	0.00027
глаз	17286	0.00027
таки	17265	0.00027
и он	17259	0.00027
госп	17255	0.00027
всем	17212	0.00027
иков	17194	0.00027
ског	17191	0.00027
удет	17190	0.00027
но и	17185	0.00027
ами,	17182	0.00027
м пр	17100	0.00027
нием	17051	0.00027
держ	16966	0.00027
ками	16895	0.00027
ы по	16890	0.00027
а, к	16885	0.00027
естн	16884	0.00027
а он	16877	0.00027
свет	16868	0.00027
о во	16834	0.00027
прот	16833	0.00027
орит	16823	0.00027
земл	16808	0.00027
прои	16800	0.00027
ом п	16791	0.00027
отре	16779	0.00027
вели	16764	0.00027
ерно	16760	0.00027
сь н	16745	0.00027
наст	16739	0.00027
жизн	16714	0.00026
чере	16705	0.00026
го и	16675	0.00026
абот	16672	0.00026
брат	16666	0.00026
и со	16665	0.00026
полу	16658	0.00026
м не	16625	0.00026
знач	16623	0.00026
была	16621	0.00026
он с	16561	0.00026
но б	16552	0.00026
не н	16521	0.00026
чень	16471	0.00026
елен	16449	0.00026
тави	16432	0.00026
спод	16405	0.00026
орон	16396	0.00026
коро	16389	0.00026
их п	16388	0.00026
о та	16267	0.00026
о, к	16255	0.00026
горо	16240	0.00026
себя	16232	0.00026
ству	16209	0.00026
то м	16205	0.00026
е, к	16155	0.00026
е до	16140	0.00026
сего	16135	0.00026
епер	16130	0.00026
одна	16084	0.00025
т по	16073	0.00025
ивал	16073	0.00025
ь пр	16046	0.00025
ются	16044	0.00025
х по	16006	0.00025
перь	16005	0.00025
пове	15961	0.00025
о вы	15935	0.00025
крас	15935	0.00025
м на	15930	0.00025
у на	15898	0.00025
ести	15870	0.00025
боле	15842	0.00025
на м	15808	0.00025
ся и	15804	0.00025
орог	15802	0.00025
в ко	15779	0.00025
авит	15776	0.00025
нени	15773	0.00025
тся,	15769	0.00025
подо	15753	0.00025
, че	15752	0.00025
о мн	15747	0.00025
а ко	15729	0.00025
асти	15699	0.00025
, ра	15692	0.00025
ой и	15689	0.00025
чита	15676	0.00025
л он	15616	0.00025
акон	15611	0.00025
точн	15597	0.00025
ал о	15594	0.00025
вова	15585	0.00025
ских	15552	0.00025
и ко	15543	0.00025
ы не	15526	0.00025
особ	15501	0.00025
м, ч	15490	0.00025
и, п	15474	0.00025
втор	15469	0.00024
редс	15451	0.00024
е во	15449	0.00024
й пр	15447	0.00024
, та	15444	0.00024
твов	15443	0.00024
ли и	15432	0.00024
о до	15420	0.00024
руго	15417	0.00024
е вс	15395	0.00024
чест	15390	0.00024
ся к	15372	0.00024
не т	15367	0.00024
ть о	15334	0.00024
и вы	15321	0.00024
е ст	15293	0.00024
ся о	15258	0.00024
ой в	15244	0.00024
браз	15241	0.00024
имен	15198	0.00024
и то	15169	0.00024
то д	15163	0.00024
нств	15163	0.00024
же н	15163	0.00024
этог	15085	0.00024
тори	15047	0.00024
очно	14973	0.00024
есто	14935	0.00024
доро	14934	0.00024
го д	14934	0.00024
лова	14933	0.00024
не д	14927	0.00024
родо	14923	0.00024
ерну	14923	0.00024
луча	14903	0.00024
я за	14876	0.00024
и до	14825	0.00023
опро	14804	0.00023
сове	14801	0.00023
и, н	14800	0.00023
есте	14723	0.00023
е ко	14665	0.00023
, от	14635	0.00023
авля	14615	0.00023
ающи	14588	0.00023
ли б	14586	0.00023
а ст	14578	0.00023
етил	14576	0.00023
о ка	14554	0.00023
заме	14549	0.00023
стат	14542	0.00023
его,	14518	0.00023
орил	14492	0.00023
ет в	14491	0.00023
ет н	14462	0.00023
ой к	14421	0.00023
скор	14419	0.00023
прив	14413	0.00023
да н	14402	0.00023
этот	14373	0.00023
в не	14361	0.00023
орый	14338	0.00023
их с	14338	0.00023
тавл	14309	0.00023
теле	14288	0.00023
ерес	14283	0.00023
и ка	14264	0.00023
обще	14263	0.00023
спро	14201	0.00022
случ	14198	0.00022
в эт	14176	0.00022
твет	14152	0.00022
ет п	14133	0.00022
я от	14126	0.00022
тали	14124	0.00022
й ст	14110	0.00022
прод	14089	0.00022
тебя	14079	0.00022
а во	14070	0.00022
рест	14069	0.00022
ом и	14054	0.00022
тать	14043	0.00022
е об	14021	0.00022
а, н	13993	0.00022
. эт	13991	0.00022
он н	13963	0.00022
е то	13958	0.00022
жден	13930	0.00022
сдел	13906	0.00022
о мо	13906	0.00022
начи	13880	0.00022
вств	13878	0.00022
не у	13861	0.00022
ичег	13855	0.00022
писа	13846	0.00022
мент	13821	0.00022
о вр	13819	0.00022
го м	13794	0.00022
о-то	13788	0.00022
н по	13782	0.00022
на т	13772	0.00022
во в	13767	0.00022
трел	13740	0.00022
а, и	13731	0.00022
а эт	13712	0.00022
един	13700	0.00022
о из	13699	0.00022
мысл	13687	0.00022
тано	13672	0.00022
том,	13649	0.00022
асто	13647	0.00022
ом в	13645	0.00022
прим	13631	0.00022
авно	13617	0.00022
день	13613	0.00022
а то	13612	0.00022
ении	13611	0.00022
а бы	13597	0.00022
на д	13592	0.00022
ния,	13576	0.00022
го к	13549	0.00021
разу	13538	0.00021
поко	13534	0.00021
в то	13528	0.00021
нног	13525	0.00021
ть т	13509	0.00021
себе	13495	0.00021
о, н	13477	0.00021
е эт	13471	0.00021
но т	13468	0.00021
олос	13459	0.00021
а, п	13455	0.00021
дова	13453	0.00021
подн	13439	0.00021
, со	13408	0.00021
сред	13392	0.00021
, во	13382	0.00021
е зн	13374	0.00021
алас	13355	0.00021
. не	13354	0.00021
, вы	13304	0.00021
о об	13284	0.00021
пров	13267	0.00021
идет	13265	0.00021
й на	13260	0.00021
е вы	13256	0.00021
лаза	13247	0.00021
е го	13231	0.00021
и, и	13220	0.00021
он в	13210	0.00021
ольн	13206	0.00021
сь с	13206	0.00021
е ме	13202	0.00021
хоро	13195	0.00021
ми и	13161	0.00021
тебе	13150	0.00021
на о	13133	0.00021
улся	13113	0.00021
олод	13099	0.00021
, ес	13085	0.00021
нулс	13051	0.00021
ал с	13044	0.00021
. пр	13028	0.00021
рани	13008	0.00021
ы на	12985	0.00021
стно	12938	0.00020
льст	12935	0.00020
ечно	12923	0.00020
и об	12913	0.00020
стью	12905	0.00020
орош	12862	0.00020
е, н	12860	0.00020
едел	12857	0.00020
раст	12855	0.00020
е сл	12849	0.00020
то е	12805	0.00020
у по	12801	0.00020
верш	12760	0.00020
спол	12753	0.00020
ть е	12739	0.00020
рого	12730	0.00020
напр	12710	0.00020
, гд	12709	0.00020
шени	12703	0.00020
дейс	12695	0.00020
здес	12691	0.00020
будь	12678	0.00020
ские	12661	0.00020
руги	12649	0.00020
о же	12647	0.00020
о го	12644	0.00020
казы	12625	0.00020
ущес	12624	0.00020
сь п	12614	0.00020
одня	12607	0.00020
десь	12605	0.00020
ейст	12578	0.00020
ьств	12577	0.00020
вите	12575	0.00020
тора	12565	0.00020
к не	12565	0.00020
о св	12544	0.00020
тиче	12532	0.00020
на б	12529	0.00020
ерез	12524	0.00020
роти	12514	0.00020
дать	12501	0.00020
о сл	12500	0.00020
нуть	12495	0.00020
твер	12471	0.00020
, ст	12465	0.00020
расп	12464	0.00020
ак в	12463	0.00020
олее	12456	0.00020
возм	12449	0.00020
вить	12422	0.00020
ак и	12419	0.00020
авши	12406	0.00020
, да	12400	0.00020
о те	12398	0.00020
ет с	12395	0.00020
ы пр	12381	0.00020
неск	12353	0.00020
благ	12353	0.00020
а ка	12352	0.00020
разд	12352	0.00020
и эт	12346	0.00020
вала	12338	0.00020
оего	12325	0.00020
ые п	12313	0.00020
азат	12298	0.00019
рист	12294	0.00019
авле	12291	0.00019
каки	12289	0.00019
тогд	12275	0.00019
ть к	12244	0.00019
ал в	12232	0.00019
зать	12215	0.00019
рово	12202	0.00019
лаго	12199	0.00019
надо	12183	0.00019
овой	12175	0.00019
исти	12168	0.00019
риме	12155	0.00019
года	12142	0.00019
т пр	12126	0.00019
илас	12116	0.00019
кажд	12113	0.00019
ами.	12110	0.00019
ельс	12108	0.00019
ый п	12102	0.00019
реди	12085	0.00019
отив	12066	0.00019
а мо	12045	0.00019
ледн	12038	0.00019
помо	12020	0.00019
ие п	11978	0.00019
— ск	11976	0.00019
асть	11975	0.00019
же п	11974	0.00019
, ни	11967	0.00019
ивае	11954	0.00019
в на	11936	0.00019
не и	11923	0.00019
ть д	11917	0.00019
тств	11911	0.00019
в пр	11910	0.00019
ключ	11907	0.00019
е де	11877	0.00019
рода	11875	0.00019
поня	11862	0.00019
…………	11846	0.00019
е, п	11841	0.00019
разв	11832	0.00019
а ра	11824	0.00019
и, ч	11812	0.00019
л по	11807	0.00019
ннос	11770	0.00019
о де	11770	0.00019
слыш	11752	0.00019
о, п	11746	0.00019
едов	11743	0.00019
и мо	11739	0.00019
я, ч	11738	0.00019
нное	11734	0.00019
ли т	11731	0.00019
ие с	11724	0.00019
е ка	11722	0.00019
ть м	11715	0.00019
и го	11701	0.00019
прис	11675	0.00018
ежду	11667	0.00018
тить	11665	0.00018
го б	11655	0.00018
ой д	11644	0.00018
а св	11638	0.00018
всех	11622	0.00018
м, к	11611	0.00018
вече	11587	0.00018
ие в	11583	0.00018
и та	11560	0.00018
ла в	11558	0.00018
ляет	11523	0.00018
нови	11523	0.00018
рати	11504	0.00018
вост	11504	0.00018
а ме	11498	0.00018
ние,	11497	0.00018
— по	11497	0.00018
знае	11476	0.00018
дить	11466	0.00018
да в	11454	0.00018
то у	11417	0.00018
ать.	11410	0.00018
чувс	11399	0.00018
увст	11399	0.00018
озна	11395	0.00018
ильн	11395	0.00018
т не	11365	0.00018
а вс	11360	0.00018
ожен	11345	0.00018
асно	11343	0.00018
й ко	11335	0.00018
вают	11333	0.00018
разо	11330	0.00018
ли к	11329	0.00018
то з	11319	0.00018
же с	11319	0.00018
о ме	11291	0.00018
е из	11285	0.00018
олож	11282	0.00018
дств	11280	0.00018
да о	11267	0.00018
могу	11252	0.00018
шего	11250	0.00018
овно	11245	0.00018
инст	11244	0.00018
о ве	11237	0.00018
то-т	11231	0.00018
рево	11221	0.00018
ак п	11219	0.00018
ый с	11202	0.00018
стен	11198	0.00018
их в	11195	0.00018
о ни	11185	0.00018
а со	11171	0.00018
воль	11158	0.00018
ь, к	11155	0.00018
е, и	11128	0.00018
я, к	11121	0.00018
деле	11105	0.00018
тоже	11104	0.00018
ажен	11089	0.00018
глав	11087	0.00018
ь за	11086	0.00018
изве	11070	0.00018
, до	11058	0.00018
, вс	11057	0.00018
ая с	11048	0.00017
трет	11037	0.00017
олуч	11033	0.00017
буду	11018	0.00017
ем н	11010	0.00017
рать	11009	0.00017
змож	11006	0.00017
озмо	11003	0.00017
щени	10997	0.00017
на и	10984	0.00017
жест	10981	0.00017
нечн	10977	0.00017
верх	10970	0.00017
амен	10965	0.00017
ые с	10949	0.00017
я бы	10945	0.00017
ак н	10939	0.00017
ой н	10937	0.00017
и св	10923	0.00017
и, с	10913	0.00017
го р	10906	0.00017
встр	10905	0.00017
ведь	10875	0.00017
, мо	10872	0.00017
я до	10866	0.00017
, эт	10832	0.00017
ни с	10829	0.00017
сти,	10828	0.00017
т, ч	10814	0.00017
аешь	10804	0.00017
очем	10803	0.00017
ложи	10794	0.00017
лся,	10788	0.00017
дели	10768	0.00017
ервы	10757	0.00017
и, в	10748	0.00017
. та	10737	0.00017
куда	10733	0.00017
ми с	10724	0.00017
аясь	10720	0.00017
суще	10720	0.00017
ений	10710	0.00017
еста	10710	0.00017
ла н	10709	0.00017
межд	10708	0.00017
наро	10706	0.00017
о бо	10702	0.00017
и ег	10682	0.00017
сход	10679	0.00017
и сл	10678	0.00017
роиз	10676	0.00017
сост	10666	0.00017
знал	10665	0.00017
рить	10664	0.00017
ак б	10648	0.00017
кров	10640	0.00017
нски	10637	0.00017
коло	10629	0.00017
откр	10623	0.00017
атил	10610	0.00017
лово	10603	0.00017
ли д	10589	0.00017
дава	10588	0.00017
и ме	10573	0.00017
ая п	10568	0.00017
то я	10549	0.00017
ерен	10543	0.00017
ми п	10527	0.00017
е бо	10516	0.00017
— не	10516	0.00017
конц	10516	0.00017
ое п	10514	0.00017
ни п	10511	0.00017
й ра	10510	0.00017
дста	10505	0.00017
же в	10500	0.00017
аютс	10495	0.00017
инте	10489	0.00017
о се	10485	0.00017
а, с	10480	0.00017
го т	10477	0.00017
и из	10473	0.00017
о, и	10450	0.00017
шенн	10444	0.00017
е ве	10435	0.00017
в ка	10429	0.00017
ольз	10418	0.00016
ем с	10399	0.00016
равн	10399	0.00016
ал п	10390	0.00016
ивши	10383	0.00016
ния.	10383	0.00016
ренн	10380	0.00016
нная	10375	0.00016
ибуд	10369	0.00016
х пр	10364	0.00016
аком	10359	0.00016
ному	10355	0.00016
то к	10354	0.00016
дцат	10350	0.00016
ов и	10347	0.00016
ак с	10345	0.00016
е та	10332	0.00016
ем в	10332	0.00016
испо	10328	0.00016
воей	10326	0.00016
а до	10325	0.00016
крыт	10323	0.00016
то ж	10310	0.00016
ли м	10309	0.00016
о ск	10307	0.00016
лать	10301	0.00016
му ч	10296	0.00016
нибу	10277	0.00016
на з	10266	0.00016
ак о	10264	0.00016
стер	10256	0.00016
да п	10251	0.00016
что-	10244	0.00016
и ве	10244	0.00016
. во	10238	0.00016
и пе	10230	0.00016
и те	10229	0.00016
и де	10227	0.00016
умал	10223	0.00016
ла с	10212	0.00016
нить	10210	0.00016
расн	10206	0.00016
арод	10201	0.00016
обст	10199	0.00016
огла	10197	0.00016
ледо	10180	0.00016
отно	10164	0.00016
ла п	10164	0.00016
орой	10161	0.00016
хотя	10155	0.00016
хват	10153	0.00016
увид	10151	0.00016
сска	10138	0.00016
види	10137	0.00016
тров	10128	0.00016
отел	10115	0.00016
ем п	10109	0.00016
ой о	10106	0.00016
поль	10105	0.00016
мерт	10104	0.00016
ом о	10094	0.00016
ержа	10084	0.00016
ываю	10084	0.00016
н пр	10081	0.00016
носи	10079	0.00016
у пр	10075	0.00016
асск	10061	0.00016
собо	10060	0.00016
, го	10059	0.00016
обой	10042	0.00016
. ко	10032	0.00016
у чт	10032	0.00016
ет о	10026	0.00016
ой м	10021	0.00016
дите	10012	0.00016
ом н	10001	0.00016
ванн	9970	0.00016
двер	9969	0.00016
иког	9964	0.00016
, об	9958	0.00016
ло в	9949	0.00016
рнул	9934	0.00016
ском	9918	0.00016
ло н	9915	0.00016
дело	9910	0.00016
дной	9908	0.00016
я, н	9902	0.00016
а, в	9899	0.00016
лучи	9896	0.00016
даль	9895	0.00016
проб	9891	0.00016
нает	9878	0.00016
но д	9862	0.00016
авал	9858	0.00016
от с	9854	0.00016
ей с	9847	0.00016
а го	9847	0.00016
и ск	9832	0.00016
е вр	9829	0.00016
вало	9825	0.00016
приш	9822	0.00016
елик	9818	0.00016
, сл	9810	0.00016
наше	9809	0.00016
то э	9808	0.00016
льни	9802	0.00016
я, п	9798	0.00016
ое с	9796	0.00016
ла о	9792	0.00016
о пе	9777	0.00015
елал	9776	0.00015
серд	9775	0.00015
дере	9772	0.00015
отов	9762	0.00015
ой р	9749	0.00015
му п	9747	0.00015
ить,	9742	0.00015
а от	9725	0.00015
иват	9721	0.00015
а вы	9716	0.00015
ь, н	9705	0.00015
ый в	9688	0.00015
я во	9688	0.00015
пони	9684	0.00015
к по	9670	0.00015
в св	9659	0.00015
почт	9655	0.00015
-ниб	9650	0.00015
прош	9646	0.00015
да и	9642	0.00015
еньк	9634	0.00015
анск	9623	0.00015
орот	9618	0.00015
. ка	9596	0.00015
нять	9593	0.00015
разн	9582	0.00015
ет и	9577	0.00015
ое в	9574	0.00015
онеч	9569	0.00015
ново	9569	0.00015
чему	9568	0.00015
валс	9565	0.00015
ых п	9563	0.00015
лучш	9557	0.00015
ообщ	9554	0.00015
ранн	9541	0.00015
ал н	9534	0.00015
круг	9534	0.00015
счит	9522	0.00015
овсе	9514	0.00015
по с	9512	0.00015
ноги	9509	0.00015
а та	9508	0.00015
ален	9507	0.00015
нско	9499	0.00015
ыват	9495	0.00015
ению	9495	0.00015
леду	9487	0.00015
тели	9487	0.00015
пять	9474	0.00015
ет б	9474	0.00015
каже	9474	0.00015
к на	9467	0.00015
осте	9462	0.00015
а се	9459	0.00015
ники	9447	0.00015
нула	9431	0.00015
ским	9422	0.00015
равл	9419	0.00015
рени	9417	0.00015
оним	9417	0.00015
поче	9413	0.00015
вмес	9411	0.00015
нами	9407	0.00015
воро	9400	0.00015
аста	9398	0.00015
о ли	9372	0.00015
пода	9362	0.00015
труд	9362	0.00015
твор	9355	0.00015
го з	9354	0.00015
шест	9352	0.00015
на р	9351	0.00015
н не	9347	0.00015
аким	9344	0.00015
зова	9343	0.00015
сь о	9337	0.00015
вляе	9325	0.00015
ие и	9320	0.00015
тало	9317	0.00015
е ос	9317	0.00015
ни н	9307	0.00015
ло с	9295	0.00015
у ме	9291	0.00015
а ве	9285	0.00015
смер	9282	0.00015
неко	9275	0.00015
рыва	9270	0.00015
ни в	9259	0.00015
хоте	9259	0.00015
гром	9258	0.00015
и да	9254	0.00015
окру	9243	0.00015
ло п	9241	0.00015
вери	9240	0.00015
я то	9240	0.00015
их н	9233	0.00015
знаю	9231	0.00015
усти	9222	0.00015
ьный	9221	0.00015
акое	9217	0.00015
мать	9215	0.00015
тере	9215	0.00015
овен	9201	0.00015
ложе	9180	0.00015
одни	9174	0.00015
добр	9170	0.00015
е, в	9167	0.00015
бере	9166	0.00015
огра	9159	0.00015
и, о	9158	0.00015
води	9154	0.00014
форм	9147	0.00014
ом д	9147	0.00014
ил с	9141	0.00014
и се	9137	0.00014
я ра	9131	0.00014
дани	9120	0.00014
ейча	9120	0.00014
сейч	9116	0.00014
ой т	9114	0.00014
йчас	9113	0.00014
в го	9110	0.00014
вили	9109	0.00014
ь, п	9104	0.00014
звес	9102	0.00014
бира	9088	0.00014
помн	9083	0.00014
зате	9072	0.00014
емно	9070	0.00014
ых с	9069	0.00014
ся д	9068	0.00014
долг	9068	0.00014
уста	9065	0.00014
ь от	9060	0.00014
но у	9050	0.00014
а, ч	9043	0.00014
проч	9038	0.00014
ые в	9037	0.00014
а, о	9029	0.00014
олжн	9026	0.00014
ткры	9024	0.00014
нтер	9018	0.00014
вети	9016	0.00014
одол	9015	0.00014
а ни	9009	0.00014
самы	9009	0.00014
шись	9009	0.00014
но к	9006	0.00014
елат	9006	0.00014
женн	8992	0.00014
ором	8987	0.00014
коле	8980	0.00014
дово	8973	0.00014
нник	8972	0.00014
могл	8970	0.00014
— пр	8966	0.00014
– ск	8961	0.00014
и бе	8949	0.00014
кнул	8949	0.00014
м об	8945	0.00014
сь и	8930	0.00014
овол	8930	0.00014
у, ч	8929	0.00014
высо	8928	0.00014
тник	8918	0.00014
ми в	8914	0.00014
мене	8907	0.00014
я вс	8907	0.00014
я со	8905	0.00014
воим	8894	0.00014
лист	8894	0.00014
учит	8893	0.00014
ал и	8890	0.00014
воег	8866	0.00014
гото	8859	0.00014
згля	8851	0.00014
акие	8849	0.00014
осит	8848	0.00014
ично	8848	0.00014
, хо	8848	0.00014
лыша	8843	0.00014
лишь	8839	0.00014
коре	8836	0.00014
бы п	8835	0.00014
зала	8834	0.00014
раже	8829	0.00014
ажды	8829	0.00014
а те	8828	0.00014
ходя	8828	0.00014
веде	8827	0.00014
нове	8814	0.00014
конч	8812	0.00014
тает	8806	0.00014
есят	8798	0.00014
от н	8794	0.00014
прид	8786	0.00014
а ег	8784	0.00014
нет,	8778	0.00014
ось,	8777	0.00014
оско	8769	0.00014
онец	8766	0.00014
му н	8761	0.00014
воих	8758	0.00014
вшис	8758	0.00014
этой	8755	0.00014
ласт	8749	0.00014
исте	8747	0.00014
с по	8746	0.00014
деся	8740	0.00014
лся.	8739	0.00014
похо	8731	0.00014
х на	8722	0.00014
е же	8721	0.00014
века	8716	0.00014
олне	8712	0.00014
объя	8704	0.00014
, ве	8703	0.00014
ни о	8695	0.00014
слуш	8695	0.00014
он о	8691	0.00014
таль	8689	0.00014
алек	8685	0.00014
ко в	8679	0.00014
й не	8677	0.00014
учен	8665	0.00014
н бы	8664	0.00014
т бы	8660	0.00014
оров	8658	0.00014
м, н	8657	0.00014
ки и	8647	0.00014
ься,	8645	0.00014
ялся	8642	0.00014
егда	8636	0.00014
ее в	8632	0.00014
нном	8627	0.00014
треб	8624	0.00014
стил	8622	0.00014
